prim_acc_no,composite_acc_name,consolidated_acc_address,acc_stat,acc_district,rel_mngr_name,raw_acc_name,acc_opened_dt,acc_closed_dt,addr_line_one,city,state,postal_cde,ctry,acc_risk_rtng,aml_alr_flg,sar_count,tel_no
30335142015312,Edwards Imports Corporation,"75 Eurack Court, WOMBAT, NSW, 2587",Active,WOMBAT,,Edwards Imports Corporation,,,75 Eurack Court,WOMBAT,NSW,2587,AU,224,f,,
31925642296310,DOUGLAS YATES,"1877 Fieldcrest Road, Bohemia, NY, 11716",Active,Bohemia,,DOUGLAS YATES,,,4386 Raintree Boulevard,Bohemia,MN,55391,US,4851,f,,631-882-8215
35620668407788,ULRICH ACHEN,"Gasteiner Strasse 7, FRANZHAUSEN, Lower Austria, 3133",Active,FRANZHAUSEN,,ULRICH ACHEN,,,Gasteiner Strasse 7,FRANZHAUSEN,Lower Austria,3133,AT,5413,f,,0676 594 29 62
35729302565486,Karl's Shoes Imports AKF,"1681 Wattle St, Middledrift, Eastern Cape, 5686",Active,Middledrift,,Karl's Shoes Imports AKF,,,1681 Wattle St,Middledrift,Eastern Cape,5686,ZA,6855,f,,085 930 7206
37211097945280,RONNIE LOGAN,"1602 Traders Alley, Kansas City, MO, 64106",Active,Kansas City,KRISTI GRADNEY,RONNIE LOGAN,,,1602 Traders Alley,Kansas City,MO,64106,US,64,f,,816-359-2036
57754670085959,Chandlers Imports PLC,"39 South Street, MARGATE, TAS, 7054",Active,MARGATE,ARLEEN NICOLAYSEN,Chandlers Imports PLC,,,39 South Street,MARGATE,TAS,7054,AU,8842,f,,(03) 6204 1192
65383692783596,JUANITA WALKER,"2249 Dorp St, Newlands, Western Cape, 7700",Active,Newlands,,JUANITA WALKER,,,2249 Dorp St,Newlands,Western Cape,7700,ZA,7329,f,,083 319 6760
65819605773506,NATHAN GLOVER,"36 Thornton St, HUNDRED END, PR4 8RY",Active,HUNDRED END,DEBRAH GARTENHAUS,NATHAN GLOVER,,,36 Thornton St,HUNDRED END,,PR4 8RY,GB,6923,f,,078 6806 1747
77525903620093,Sports Unlimited LLC,"2752 Joyce Street, Mobile, AL, 36693",Active,Mobile,,Sports Unlimited LLC,,,2752 Joyce Street,Mobile,AL,36693,US,1210,f,,251-751-5825
83517092231841,IGNACE ALEXANDRE,"1310 Gateway Road, Portland, OR, 97217",Active,Portland,,IGNACE ALEXANDRE,,,1310 Gateway Road,Portland,OR,97217,US,1547,f,,503-289-7233
86781716776938,MARK HATFIELD,"4062 Briercliff Road, Staten Islan, NY, 10306",Active,Staten Islan,,MARK HATFIELD,,,4062 Briercliff Road,Staten Islan,NY,10306,US,7972,f,,718-668-8709
93424072880195,Gas Depot Sahis,"730 Derek Drive, Windham, OH, 44288",Closed,Windham,,Gas Depot Sahis,,,730 Derek Drive,Windham,OH,44288,US,7867,f,,330-326-6302
10691233360905,GISELA SEBRING,"4237 Terra Cotta Street, Federal Dam, MN, 56641",Active,Federal Dam,GERALDO GODWYN,GISELA SEBRING,,,4237 Terra Cotta Street,Federal Dam,MN,56641,US,3807,f,,
19565525341016,THOMAS VALLERY,"1639 Lucy Lane, Dillsboro, IN, 47018",Active,Dillsboro,,THOMAS VALLERY,,,1639 Lucy Lane,Dillsboro,IN,47018,US,6384,f,,812-432-6751
22866404743532,TOM DAVIES,"Rue du Bourgmestre Dandoy 319, Ooike, VOV, 9790",Active,Ooike,,TOM DAVIES,,,78 rue de la Mare aux Carats,Ooike,Languedoc-Roussillon,34070,BE,7143,f,,0487 32 28 74
24214680253254,RODNEY LYNCH,"1979 Woodvale Drive, Dorchester, ON, N0L 1G2",Active,Dorchester,ANDREE CHAUDHRY,RODNEY LYNCH,,,1979 Woodvale Drive,Dorchester,ON,N0L 1G2,CA,1973,f,,519-268-1991
25342470896740,MARION MUSGROVE,"86 Parkes Road, WILLIAMSTOWN, VIC, 3016",Active,WILLIAMSTOWN,,MARION MUSGROVE,,,86 Parkes Road,WILLIAMSTOWN,VIC,3016,AU,8666,f,,(03) 9505 9931
27534417550693,HAYLEY MCKINNON,"48 Souttar Terrace, HERDSMAN, WA, 6017",Active,HERDSMAN,FAITH SUMBRY,HAYLEY MCKINNON,,,31 Hill Street,HERDSMAN,TAS,7170,AU,6472,f,,(08) 8399 6878
30017425224975,DONNA ANDERSEN,"2399 Hoog St, Benoni, Gauteng, 1511",Active,Benoni,,DONNA ANDERSEN,,,2399 Hoog St,Benoni,Gauteng,1511,ZA,2042,f,,082 489 4086
49415004522114,GILL COMPAGNON,"4304 Burke Street, Wakefield, MA, 01880",Active,Wakefield,,GILL COMPAGNON,,,4426 College Avenue,Wakefield,OH,45133,US,4857,f,,781-246-0671
60113579511012,Kiddie City Imports KGaA,"98 Old Tenterfield Road, WHIPORIE, NSW, 2469",Active,WHIPORIE,VIRGEN ALSTON,Kiddie City Imports KGaA,,,98 Old Tenterfield Road,WHIPORIE,NSW,2469,AU,3117,f,,(02) 6732 8526
60588204683693,ELIJAH CLISBY,"87 Meyer Road, BETHANY, SA, 5352",Active,BETHANY,,ELIJAH CLISBY,,,3319 Pitt St,BETHANY,ON,K6J 3R2,AU,6380,f,,(08) 8386 8837
64076364655880,Golf Augusta Pro Shops Imports Corp,"Ansbacher Strasse 51, Raversbeuren, RP, 56850",Active,Raversbeuren,,Golf Augusta Pro Shops Imports Corp,,,Ansbacher Strasse 51,Raversbeuren,RP,56850,DE,2593,f,,06543 76 67 34
68875716455109,RICK MARSHALL,"393 Eagles Nest Drive, Sacramento, CA, 95814",Active,Sacramento,,RICK MARSHALL,,,51 Weigall Avenue,Sacramento,SA,5419,US,3108,f,,530-665-3039
69923588032661,Hughes Markets Imports NV,"26 Nerrigundah Drive, CARDINIA, VIC, 3978",Active,CARDINIA,TORRIE ZOLLO,Hughes Markets Imports NV,,,26 Nerrigundah Drive,CARDINIA,VIC,3978,AU,1308,f,,(03) 9689 1883
72163642436203,CHRISTOP SANDERS,"1591 Spruce Drive, Gibsonia, PA, 15044",Active,Gibsonia,,CHRISTOP SANDERS,,,4507 Snowbird Lane,Gibsonia,NE,68701,US,9486,f,,724-917-8819
76328651258450,EMILY TROUP,"61 Loris Way, WESTDALE, WA, 6304",Closed,WESTDALE,,EMILY TROUP,,,34 Fergusson Street,WESTDALE,NSW,2470,AU,8572,f,,(08) 9052 6325
89990542888229,ISLA COTTON,"70 Kooljak Rd, RUABON, WA, 6280",Active,RUABON,,ISLA COTTON,,,47 Henry Street,RUABON,VIC,3218,AU,4833,f,,(08) 9055 2499
91213514418361,GLADYS ROMERO,"2720 Kyle Street, Ravenna, NE, 68869",Active,Ravenna,,GLADYS ROMERO,,,3836 Harper Street,Ravenna,KY,42048,US,3479,f,,308-452-3271
92537209413202,Superior Appraisals Firma,"36 Shire Oak Road, SCOTFORTH, LA1 8GX",Active,SCOTFORTH,,Superior Appraisals Firma,,,36 Shire Oak Road,SCOTFORTH,,LA1 8GX,GB,6641,f,,077 8493 5643
93721023353213,CALEB SUNDERLAND,"47 Albacore Crescent, BUXTON, NSW, 2571",Active,BUXTON,,CALEB SUNDERLAND,,,47 Albacore Crescent,BUXTON,NSW,2571,AU,439,f,,(02) 4629 2922
93785069861514,Maxaprofit PLC,"72 Foreshore Road, WESTMINSTER, WA, 6061",Active,WESTMINSTER,,Maxaprofit PLC,,,72 Foreshore Road,WESTMINSTER,WA,6061,AU,2207,f,,(08) 9324 5859
97432598231255,CELIO MANCINI,"Largo Febo 49, Cimbergo, BS, 25050",Active,Cimbergo,,CELIO MANCINI,,,Largo Febo 49,Cimbergo,BS,25050,IT,346,f,,0344 5857449
3531337678613,TOM BAECKER,"898 George Avenue, Mobile, AL, 36638",Active,Mobile,,TOM BAECKER,,,Caltgadira 33,Mobile,,5415,US,9833,f,,251-295-1997
5949414073304,Mr. Good Buys R.L,"Serenade Opus 149, Vosselare, VOV, 9850",Active,Vosselare,,Mr. Good Buys R.L,,,Serenade Opus 149,Vosselare,VOV,9850,BE,5763,f,,0471 55 25 03
8559951136470,Sistemos Corp,"896 Melville Street, Memphis, TN, 38118",Active,Memphis,,Sistemos Corp,,,896 Melville Street,Memphis,TN,38118,US,1201,f,,731-472-6524
11111480734960,WAYNE WEBSTER,"Falkstrasse 34, MARZ, Burgenland, 7221",Active,MARZ,GENNIE WILHELMS,WAYNE WEBSTER,,,Gewerbepark 25,MARZ,Salzburg,5622,AT,9917,f,,0676 926 28 34
12745941901548,MICHELLE ACTON,"3690 Front Street, Southfield, MI, 48075",Active,Southfield,SALINA CLARA,MICHELLE ACTON,,,3690 Front Street,Southfield,MI,48075,US,6253,f,,810-354-8835
27416910026792,OLGA MOORE,"2930 Harry Place, Charlotte, NC, 28202",Active,Charlotte,KAROLINE CLAWGES,OLGA MOORE,,,3444 Golden Street,Charlotte,FL,33487,US,9149,f,,704-800-1934
32847709434322,CHARLI MATTNER,"29 Duff Street, TRAYNING, WA, 6488",Active,TRAYNING,,CHARLI MATTNER,,,12 Holthouse Road,TRAYNING,SA,5222,AU,2050,f,,(08) 9074 8670
32896870463171,KLAUS REINHARD,"Wagramer Strasse 82, KROBATHEN, Styria, 8483",Active,KROBATHEN,,KLAUS REINHARD,,,Wagramer Strasse 82,KROBATHEN,Styria,8483,AT,9883,f,,0650 260 30 68
47468500818881,DORIS COACHMAN,"249 Akasia St, Howick, KwaZulu-Natal, 3303",Active,Howick,,DORIS COACHMAN,,,249 Akasia St,Howick,KwaZulu-Natal,3303,ZA,6450,f,,082 817 6416
51958225241451,Quality Realty Service S.M.B.A,"55 Wilson Street, YANDO, VIC, 3537",Active,YANDO,RICO READ,Quality Realty Service S.M.B.A,,,55 Wilson Street,YANDO,VIC,3537,AU,4590,f,,(03) 5339 6870
54418550306202,CHARLES COLLINS,"1264 University Drive, Chicago, IL, 60607",Active,Chicago,,CHARLES COLLINS,,,14 Bapaume Road,Chicago,QLD,4352,US,1674,f,,
54955626944332,ERIN JOLLY,"Rue du Commerce 426, Wulpen, VWV, 8670",Active,Wulpen,,ERIN JOLLY,,,2457 Washington Street,Wulpen,TX,78476,BE,5399,f,,0474 86 00 08
55763962766048,Camelot Music NV,"59 Denison Road, ROSEBUD, VIC, 3939",Active,ROSEBUD,,Camelot Music NV,,,59 Denison Road,ROSEBUD,VIC,3939,AU,6066,f,,(03) 9180 9102
65941081543716,SANTOSH SCHONEWI,"Watermunt 62, Amersfoort, UT, 3824 GH",Active,Amersfoort,GEORGINE LONGENBE,SANTOSH SCHONEWI,,,Watermunt 62,Amersfoort,UT,3824 GH,NL,3200,f,,06-53671840
73965227323406,THOMAS CAFFREY,"7 Duff Street, YELBENI, WA, 6487",Active,YELBENI,,THOMAS CAFFREY,,,62 Glenpark Road,YELBENI,NSW,2452,AU,1184,f,,
74417143366470,LARRY LYNCH,"178 Charack Road, Sharonville, IN, 45241",Active,Sharonville,,LARRY LYNCH,,,1499 Elk Street,Sharonville,CA,92627,US,9982,f,,812-290-8846
78459719616564,SANTO MILANO,"Bjerkestrandveien 161, FREI, 6525",Active,FREI,CRISTEN NAEVE,SANTO MILANO,,,Bjerkestrandveien 161,FREI,,6525,NO,9,f,,972 05 516
82737716897456,Golf Augusta Pro Shops Imports AK,"3 Glenpark Road, SOUTH URUNGA, NSW, 2455",Active,SOUTH URUNGA,,Golf Augusta Pro Shops Imports AK,,,3 Glenpark Road,SOUTH URUNGA,NSW,2455,AU,4760,f,,(02) 6788 2654
84450891992808,CHARLES SNYDER,"845 Nelson Street, Rosseau, ON, P0C 1J0",Active,Rosseau,,CHARLES SNYDER,,,3472 Richland Avenue,Rosseau,TX,77084,CA,8134,f,,705-732-2747
91754478146718,MATTHEW COODE,"817 Centennial Farm Road, Missouri Val, IA, 51555",Active,Missouri Val,,MATTHEW COODE,,,817 Centennial Farm Road,Missouri Val,IA,51555,US,9527,f,,712-642-0547
92143931589116,ERNEST KAISER,"Casut 61, Liebensberg, 8547",Active,Liebensberg,,ERNEST KAISER,,,Herrenberg 39,Liebensberg,,8883,CH,6297,f,,052 515 96 96
92319997993797,SARA EARNSHAW,"82 Chapman Avenue, CHATHAM VALL, NSW, 2787",Active,CHATHAM VALL,,SARA EARNSHAW,,,82 Chapman Avenue,CHATHAM VALL,NSW,2787,AU,8777,f,,
8501713155539,GORDON GRAHAM,"2932 Bobcat Drive, Washington, MD, 20008",Active,Washington,CHEYENNE PARSELL,GORDON GRAHAM,,,3852 Clay Street,Washington,IN,46204,US,1155,f,,240-764-6575
14124840823447,Record & Tape Outlet Firma,"4394 Courtright Street, New England, ND, 58647",Active,New England,EDGARDO NIZIOLEK,Record & Tape Outlet Firma,,,4394 Courtright Street,New England,ND,58647,US,6518,f,,701-579-6635
18074054007352,ALYSSA AGAUNDO,"53 Goldfields Road, KURROWAH, QLD, 4352",Active,KURROWAH,TAM LEMME,ALYSSA AGAUNDO,,,90 Mnimbah Road,KURROWAH,NSW,2311,AU,7951,f,,(07) 4526 8261
18312831310854,COOPER BLAUBAUM,"35 Gaffney Street, BELL POST HI, VIC, 3215",Active,BELL POST HI,,COOPER BLAUBAUM,,,35 Gaffney Street,BELL POST HI,VIC,3215,AU,3053,f,,(03) 5379 0365
20189317027078,Karl's Shoes Imports AB,"Via Loreto 26, Ripaberarda, AP, 63030",Active,Ripaberarda,,Karl's Shoes Imports AB,,,Via Loreto 26,Ripaberarda,AP,63030,IT,9039,f,,0389 3347081
32357347158655,Afforda NV,"87 South Street, MOELFRE, LL72 7PR",Active,MOELFRE,TIMIKA POLKINGHOR,Afforda NV,,,87 South Street,MOELFRE,,LL72 7PR,GB,6430,f,,078 6662 5777
34058125819625,XAVIER BOWMAN,"58 Goldfields Road, HIGHGROVE, QLD, 4352",Active,HIGHGROVE,,XAVIER BOWMAN,,,2021 Jett Lane,HIGHGROVE,CA,91505,AU,6737,f,,(07) 4572 6133
52158273085951,JONATHAN RASMUSS,"Lykkesholmvej 86, Gandrup, Region Nordjylland, 9362",Active,Gandrup,,JONATHAN RASMUSS,,,Lersey All� 53,Gandrup,Region Sj�lland,1254,DK,9496,f,,25-50-51-98
64108282182141,CHRISTOP KERSHAW,"94 Cubbine Road, MERREDIN, WA, 6415",Active,MERREDIN,ROZANNE CUBETA,CHRISTOP KERSHAW,,,68 Chatsworth Drive,MERREDIN,WA,6103,AU,8838,f,,(08) 9049 6448
68721864990010,MICHAEL WADE,"15 Dover Road, WEST WEMYSS, KY1 2ET",Active,WEST WEMYSS,,MICHAEL WADE,,,26 Fernleigh Ave,WEST WEMYSS,NSW,2831,GB,5234,f,,079 4737 5853
69118904318370,HENRY WILLIAMS,"2501 Fourth Avenue, Calgary, AB, T2P 0H3",Active,Calgary,,HENRY WILLIAMS,,,2501 Fourth Avenue,Calgary,AB,T2P 0H3,CA,8751,f,,403-616-0215
70532712736922,SOREN POMERLEAU,"33 Rupara Street, ENFIELD, SA, 5085",Active,ENFIELD,BARBIE OHOTTO,SOREN POMERLEAU,,,33 Rupara Street,ENFIELD,SA,5085,AU,5424,f,,(08) 8313 0132
75639840150989,TARRY VETRHUS,"Longamyrvegen 125, STORD, 5415",Active,STORD,DWANA DUERKSEN,TARRY VETRHUS,,,Stranda 4,STORD,,8206,NO,6638,f,,
81688393158293,Raleigh's gomei-kaisha,"Konstanzer Strasse 23, Ortenberg, HE, 63683",Active,Ortenberg,,Raleigh's gomei-kaisha,,,Konstanzer Strasse 23,Ortenberg,HE,63683,DE,3599,f,,06049 64 74 14
83828665412284,EDWARD MITCHELL,"81 Well Lane, PEASEMORE, RG20 8HA",Active,PEASEMORE,,EDWARD MITCHELL,,,863 Atha Drive,PEASEMORE,CA,93301,GB,2524,f,,078 8379 3365
90263663522882,Rite Solution LLP,"Zeppelinstr 74, WENDLING, Upper Austria, 4741",Active,WENDLING,,Rite Solution LLP,,,Zeppelinstr 74,WENDLING,Upper Austria,4741,AT,1148,f,,0680 291 58 36
92763947676017,Monmax SpA,"44 Eungella Road, MOUNT WYATT, QLD, 4804",Active,MOUNT WYATT,,Monmax SpA,,,44 Eungella Road,MOUNT WYATT,QLD,4804,AU,6297,f,,(07) 4934 6202
16676479579740,OSCAR WORSNOP,"84 Grey Street, MASSEY BAY, WA, 6701",Active,MASSEY BAY,STUART ZILLMER,OSCAR WORSNOP,,,84 Grey Street,MASSEY BAY,WA,6701,AU,6723,f,,(08) 9001 6890
19668273712153,Golden Dawn EEIG,"354 Tecumsah Lane, Davenport, IA, 52804",Active,Davenport,EZEQUIEL SCHIRALD,Golden Dawn EEIG,,,354 Tecumsah Lane,Davenport,IA,52804,US,4863,f,,319-208-6066
27574823237612,DANIEL GREGORY,"409 Charter Street, Lansing, KS, 66043",Active,Lansing,,DANIEL GREGORY,,,4201 Summit Street,Lansing,IA,52161,US,412,f,,
27873111406684,RICARDO SIRMANS,"25 Alfred Drive, Brooklyn, NY, 11234",Active,Brooklyn,,RICARDO SIRMANS,,,2463 Ash Avenue,Brooklyn,MO,63122,US,9613,f,,718-209-7385
35722593342258,Kessel Food Market Imports Entertainment,"Via Francesco Saverio Correra 142, Filippa, KR, 88838",Active,Filippa,,Kessel Food Market Imports Entertainment,,,Vicolo Cieco Fondachetto 122,Filippa,SA,84063,IT,9,f,,0396 8461539
47443021117731,CHARLOTT LEEPER,"17 Panorama Road, WEST TAMWORT, NSW, 2340",Active,WEST TAMWORT,,CHARLOTT LEEPER,,,17 Panorama Road,WEST TAMWORT,NSW,2340,AU,20,f,,(02) 6759 9496
52553133048111,GORDON GALLAGHER,"65 Bouverie Road, WETLEY ROCKS, ST9 1FH",Active,WETLEY ROCKS,,GORDON GALLAGHER,,,65 Bouverie Road,WETLEY ROCKS,,ST9 1FH,GB,8051,f,,077 5912 0437
62525704410704,Rink's Imports Cor,"3313 Glenview Drive, Corpus Chris, TX, 78476",Active,Corpus Chris,DARRYL PRINS,Rink's Imports Cor,,,3313 Glenview Drive,Corpus Chris,TX,78476,US,288,f,,361-598-2656
66176546801669,JUSTIN BIRCHELL,"9 Quayside Vista, WATSON, ACT, 2602",Active,WATSON,FANNIE MARTER,JUSTIN BIRCHELL,,,9 Quayside Vista,WATSON,ACT,2602,AU,7414,f,,(02) 6173 4172
68660960378041,SIEGFRIE DE HOND,"Stevensbloem 179, Leiden, ZH, 2331 JB",Active,Leiden,VERNETTA TONEY,SIEGFRIE DE HOND,,,Stevensbloem 179,Leiden,ZH,2331 JB,NL,2218,f,,06-24445940
70689905861850,MAXIMILI SCHWAB,"Via delle Vigne 18, Waldstatt, 9104",Active,Waldstatt,,MAXIMILI SCHWAB,,,Faerberplatz 65,Waldstatt,Upper Austria,4755,CH,7090,f,,071 306 98 71
73371398956419,GIACOMO VAN OTTE,"Bramzeil 132, Amsterdam, NH, 1034 LC",Active,Amsterdam,ELBA RAVENHORST,GIACOMO VAN OTTE,,,Kempenaar 51,Amsterdam,FL,8231 EW,NL,8902,f,,
83532337900838,TIMOTHY MCGUIRE,"55 Scenic Road, NUMBLA VALE, NSW, 2628",Active,NUMBLA VALE,,TIMOTHY MCGUIRE,,,31 Weemala Avenue,NUMBLA VALE,NSW,2805,AU,8785,f,,(02) 6105 0292
89070425773021,Price Club Cia.,"89 Yangan Drive, ATTUNGA, NSW, 2345",Active,ATTUNGA,COLTON STOCKFISCH,Price Club Cia.,,,89 Yangan Drive,ATTUNGA,NSW,2345,AU,1555,f,,(02) 6732 4610
91680948037339,DAMON MORENO,"2270 Matthews Street, Sterling, IL, 61081",Active,Sterling,,DAMON MORENO,,,Jos� mat�a 78,Sterling,Albacete,2136,US,2269,f,,815-564-4454
92730661752626,UTA WOLF,"1142 Dorp St, Cape Town, Western Cape, 7764",Active,Cape Town,,UTA WOLF,,,526 Telford Ave,Cape Town,North West,8479,ZA,1357,f,,
95605884123782,Robert Hall Imports FI,"2 Prince Street, WHITEMAN CRE, NSW, 2460",Active,WHITEMAN CRE,,Robert Hall Imports FI,,,2 Prince Street,WHITEMAN CRE,NSW,2460,AU,4566,f,,(02) 6747 2665
1808496028251,Kragen Auto Parts KGaA,"Via Domenico Morelli 84, San Pietro I, PS, 61100",Active,San Pietro I,,Kragen Auto Parts KGaA,,,Via Domenico Morelli 84,San Pietro I,PS,61100,IT,7853,f,,
25423827400613,MARKUS HIRSCH,"Via Pestariso 11, St. Aubin-Sa, 2024",Active,St. Aubin-Sa,DORTHEY OSBORN,MARKUS HIRSCH,,,Waldowstr. 30,St. Aubin-Sa,BY,83666,CH,5860,f,,032 738 16 11
27027837066852,KELLY AUSTIN,"1769 Stone Lane, Plymouth Mee, PA, 19462",Active,Plymouth Mee,IZOLA MULVIHILL,KELLY AUSTIN,,,521 Fraggle Drive,Plymouth Mee,IL,60007,US,5214,f,,610-334-7186
43792403280935,Robert Hall Ek.,"4408 Lawman Avenue, Falls Church, VA, 22042",Active,Falls Church,GERMAN WHAITE,Robert Hall Ek.,,,4408 Lawman Avenue,Falls Church,VA,22042,US,9548,f,,703-289-9701
45973365331073,SEBASTIA EGGERS,"Auerstrasse 49, Luzern, 6008",Active,Luzern,,SEBASTIA EGGERS,,,Auerstrasse 49,Luzern,,6008,CH,4749,f,,041 292 29 21
46114480328390,LORI MILLER,"297 Southside Lane, Los Angeles, CA, 90022",Active,Los Angeles,ANGELINA KYM,LORI MILLER,,,297 Southside Lane,Los Angeles,CA,90022,US,5679,f,,323-727-3151
46751054627798,WILLIAM SCOTT,"24 Edgewater Close, EROWAL BAY, NSW, 2540",Active,EROWAL BAY,,WILLIAM SCOTT,,,65 Emerson Road,EROWAL BAY,,PH41 4TH,AU,4153,f,,(02) 4038 0808
52495316429001,JOHN BEATTY,"3470 Broadway Avenue, Chattanooga, TN, 37403",Active,Chattanooga,,JOHN BEATTY,,,3470 Broadway Avenue,Chattanooga,TN,37403,US,239,f,,423-799-6124
53549383591474,Gold Leaf Garden Management Entertainment,"Linnoitustie 49, KANGASALA, Pirkanmaa, 36240",Active,KANGASALA,VELIA ROGEL,Gold Leaf Garden Management Entertainment,,,Linnoitustie 49,KANGASALA,Pirkanmaa,36240,FI,7641,f,,040 013 4142
57583642225442,Kleinhans Imports LLC,"2182 Eagle Drive, Southfield, MI, 48235",Active,Southfield,,Kleinhans Imports LLC,,,2182 Eagle Drive,Southfield,MI,48235,US,9066,f,,734-681-7716
65449007901404,AMY BROWN,"1919 Roosevelt Street, San Francisc, CA, 94108",Active,San Francisc,,AMY BROWN,,,2397 High Meadow Lane,San Francisc,PA,17777,US,9719,f,,415-399-8859
75501852509287,ROBERT BELL,"3058 Zimmerman Lane, Los Angeles, CA, 90071",Active,Los Angeles,,ROBERT BELL,,,15 Henley Beach Road,Los Angeles,SA,5153,US,3265,f,,213-439-5666
85872858597724,ANKE HERZ,"Meininger Strasse 86, Sensweiler, RP, 55758",Active,Sensweiler,,ANKE HERZ,,,Meininger Strasse 86,Sensweiler,RP,55758,DE,4948,f,,06786 40 06 67
92834485922907,GANELON COURCELL,"4525 Clinton Street, Little Rock, AR, 72211",Active,Little Rock,ALI FAUROTE,GANELON COURCELL,,,4525 Clinton Street,Little Rock,AR,72211,US,741,f,,
93792696939009,MATTHEW BLUFORD,"2750 Star Trek Drive, Panama City, FL, 32401",Active,Panama City,ILENE GERSTENBERG,MATTHEW BLUFORD,,,70 Crofts Road,Panama City,VIC,3891,US,9561,f,,850-397-3052
1606168478342,LOGAN BEE,"92 High Street, KOOLYWURTIE, SA, 5575",Active,KOOLYWURTIE,,LOGAN BEE,,,92 High Street,KOOLYWURTIE,SA,5575,AU,6261,f,,(08) 8335 7349
12845826432232,Sunny Real Estate Investments Imports Dev,"2086 Barlow Street, Rebone, Limpopo, 0617",Active,Rebone,BENITA OVERTURF,Sunny Real Estate Investments Imports Dev,,,2086 Barlow Street,Rebone,Limpopo,617,ZA,8179,f,,085 736 7531
20339761957396,CAROLYN JOYCE,"20 Preston Rd, MOREFIELD, IV26 3GQ",Active,MOREFIELD,,CAROLYN JOYCE,,,20 Preston Rd,MOREFIELD,,IV26 3GQ,GB,7615,f,,077 8981 3876
23978817022149,Music Den de,"95 Lairg Road, NEWBY, BB7 9PY",Active,NEWBY,NELSON TIEMANN,Music Den de,,,39 Russell Rd,NEWBY,,TQ10 1LW,GB,1832,f,,070 6472 0738
25118727782070,Mr. AG's LTD,"88 Front Street, LAIR, PH10 4RU",Active,LAIR,,Mr. AG's LTD,,,88 Front Street,LAIR,,PH10 4RU,GB,1631,f,,078 5899 0406
28150067060275,AMY FARRELLY,"42 High Street, YORKETOWN, SA, 5576",Active,YORKETOWN,BEAULAH BOOKHART,AMY FARRELLY,,,96 Ballifeary Road,YORKETOWN,,KA26 5SE,AU,2533,f,,(08) 8386 3617
34002272345413,ELIZABET RICHTER,"Widnau 59, LIGISTBERG, Styria, 8563",Active,LIGISTBERG,,ELIZABET RICHTER,,,567 Heuvel St,LIGISTBERG,Free State,9873,AT,146,f,,0650 749 81 08
44970296274987,JUSTIN MAGEE,"669 Wolmarans St, Johannesburg, Gauteng, 2188",Active,Johannesburg,,JUSTIN MAGEE,,,2449 Kildeer Drive,Johannesburg,FL,33324,ZA,6587,f,,083 461 4029
57124718963235,Custom Lawn Service Entertainment,"83 Loris Way, KWEDA, WA, 6306",Active,KWEDA,,Custom Lawn Service Entertainment,,,82 Benny Street,KWEDA,TAS,7315,AU,5552,f,,(08) 9043 6099
71439029268240,Blockbuster Music LLC,"4598 Ralph Drive, Chagrin Fall, OH, 44022",Active,Chagrin Fall,,Blockbuster Music LLC,,,4598 Ralph Drive,Chagrin Fall,OH,44022,US,9862,f,,440-247-4928
71676197409978,ARMANDO WILLIAMS,"4896 Wildrose Lane, Detroit, MI, 48201",Active,Detroit,KAROLINE CLAWGES,ARMANDO WILLIAMS,,,42 Taylor Street,Detroit,VIC,3638,US,903,f,,
78532688469208,Singer Lumber Cia.,"Rue des Tanneurs 322, Pesche, WNA, 5660",Active,Pesche,,Singer Lumber Cia.,,,Rue des Tanneurs 322,Pesche,WNA,5660,BE,6231,f,,0491 67 28 75
80718317295423,Finast EEIG,"4941 Edsel Road, Gardena, CA, 90248",Active,Gardena,,Finast EEIG,,,4941 Edsel Road,Gardena,CA,90248,US,8515,f,,818-472-0647
83164858913803,Opticomp Cor,"474 Sheila Lane, Reno, NV, 89501",Active,Reno,,Opticomp Cor,,,474 Sheila Lane,Reno,NV,89501,US,4398,f,,775-418-3073
87659092850440,AIDEN BETTS,"81 Corio Street, BIRREGURRA, VIC, 3242",Closed,BIRREGURRA,ARNETTA GLASPER,AIDEN BETTS,,,696 Fox St,BIRREGURRA,North West,2554,AU,5210,f,,(03) 5323 7381
97704797281393,TRISTAN NICKSON,"1452 Lucy Lane, Bloomington, IN, 47408",Active,Bloomington,,TRISTAN NICKSON,,,89 Lapko Road,Bloomington,WA,6333,US,6787,f,,812-510-5266
98907054908647,Budget Power AK,"Blancefloerlaan 270, Booitshoeke, VWV, 8630",Active,Booitshoeke,ALAN FRIEDL,Budget Power AK,,,Blancefloerlaan 270,Booitshoeke,VWV,8630,BE,3680,f,,0478 91 13 89
19616944801289,BRIAN BINION,"3407 Friendship Lane, Sunnyvale, CA, 94086",Active,Sunnyvale,,BRIAN BINION,,,69 Marlin Avenue,Sunnyvale,NSW,2582,US,8648,f,,
30563199408931,MELISSA FISHER,"1739 Schoeman St, Pretoria, Gauteng, 0049",Active,Pretoria,SIDNEY MARTIR,MELISSA FISHER,,,2151 Union Lane,Pretoria,KwaZulu-Natal,3782,ZA,2838,f,,084 331 4612
32888443951322,TRISTAN MORTENSE,"4 Alfred Street, CASCADE, WA, 6450",Active,CASCADE,GILMA CACACE,TRISTAN MORTENSE,,,4130 Wilkinson Court,CASCADE,FL,33912,AU,4036,f,,(08) 9068 7953
