cus_id_no,cus_stat,bus_registered_name,bus_registration_no,bus_ctry_registration,cus_start_dt,cus_end_dt,personal_bus_flg,gender,initials,forename,family_name,maiden_name,full_name,nationality,cus_risk_rtng,employee_flag,residence_ctry,consolidated_cust_address,personal_national_id_no,dt_of_birth
46602440008,A,,.,,2008-07-11T00:00:00.000+00:00,,P,F,I,Isla,Cottrell,,Isla Cotton,AU,479,f,AU,"70 Kooljak Rd, RUABON, WA, 6280",279131108,
5011738090,A,,.,,2004-06-03T00:00:00.000+00:00,,P,M,M,Matthew,Francis,,Matthew Francis,US,1005,f,US,"4143 Tree Top Lane, Wayne, PA, 19088",131362371,1982-08-15
84990053378,A,,.,,2003-06-24T00:00:00.000+00:00,,P,M,T,Tristan,Mortimer,,Tristan Mortense,AU,648,f,AU,"4 Alfred Street, CASCADE, WA, 6450",312326591,1984-10-14
85896745720,A,,.,,2007-09-12T00:00:00.000+00:00,,P,F,V,Victoria,Mercer,,Victoria Mercer,AU,5248,f,AU,"82 Quoin Road, LOIRA, TAS, 7275",753759986,1979-10-20
91319914652,A,,.,,2007-05-11T00:00:00.000+00:00,,P,M,C,Charles,Collins,,Charles Collins,AU,4163,f,AU,"63 Isaac Road, LAKE ST CLAI, TAS, 7140",47924809,1987-02-17
70690927864,A,,.,,1991-07-14T00:00:00.000+00:00,,P,M,H,Harrison,Cockett,,Harrison Cockeri,AU,7434,f,AU,"60 Walpole Avenue, NARINGAL, VIC, 3277",240288019,1987-03-17
67893631427,A,,.,,2001-05-10T00:00:00.000+00:00,,P,F,B,Betty,Fimland,,Betty Filson,NO,6889,f,NO,"Kanalgata 201, PORSGRUNN, 3936",932660471,1979-02-14
29486263257,C,Soft Warehouse S.A,489477,AU,1997-05-19T00:00:00.000+00:00,2003-04-08T00:00:00.000+00:00,B,,,,,,,,.,,AU,"25 Walpole Avenue, CARAMUT, VIC, 3274",.,
97261544715,A,,.,,2005-03-10T00:00:00.000+00:00,,P,F,M,Marissa,McKeown,,Marissa McKeown,US,4741,f,US,"4169 Woodside Circle, Panama City, FL, 32401",834651993,1984-07-22
27849980288,A,,.,,2000-03-05T00:00:00.000+00:00,,P,M,G,Gullbran,Skansen,CAMMON,Gullbran Skage,NO,2561,f,NO,"Glassverktunet 144, LARVIK, 3263",626098827,1970-10-13
54641023302,A,,.,,2000-12-24T00:00:00.000+00:00,,P,M,W,Wayne,Nuorela,,Wayne Nunez,FI,4097,f,FI,"Jykintie 68, PIRKKALA, Pirkanmaa, 33950",384401850,1973-02-27
18394349597,C,,.,,1993-12-15T00:00:00.000+00:00,2001-05-09T00:00:00.000+00:00,P,F,S,Sara,Earnshaw,,Sara Earnshaw,AU,2247,f,AU,"82 Chapman Avenue, CHATHAM VALL, NSW, 2787",613783477,1987-12-19
31208741506,A,,.,,2000-04-02T00:00:00.000+00:00,,P,M,C,Charles,Collins,,Charles Collins,US,7702,f,US,"1264 University Drive, Chicago, IL, 60607",56637796,1989-04-20
90577781613,A,,.,,2008-02-10T00:00:00.000+00:00,,P,M,H,Hayden,Scott,,Hayden Scott,GB,9323,f,GB,"98 Bath Rd, WOOD DALLING, NR11 6JX",723875764,1980-04-19
2201901503,A,Funtown toys Imports S.A,775177,TL,2003-10-11T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"82 Sydney Road, MILROY, NSW, 2850",.,
49339268799,C,,.,,1990-04-06T00:00:00.000+00:00,1997-10-25T00:00:00.000+00:00,P,M,T,Timothy,Lionel,,Timothy Lionel,BG,7207,f,AU,"69 Village Drive, MIDDLETON GR, NSW, 2171",366720748,1980-11-26
84187607781,A,Prestigabiz Imports Distribution,946784982,US,2004-05-22T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4112 Rosewood Court, Clarks Grove, MN, 56016",.,
12995174275,A,Brilliant Home Designs LLC,644212973,CA,2004-03-19T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"950 rue Levy, Montreal, QC, H3C 5K4",.,
67147312114,C,Netcom Business Services Imports Inc,46116,AU,1990-12-23T00:00:00.000+00:00,1992-08-15T00:00:00.000+00:00,B,,,,,,,,.,,AU,"24 Border Drive, BURRANDANA, NSW, 2650",.,
80883986228,C,,.,,1991-09-21T00:00:00.000+00:00,1992-08-27T00:00:00.000+00:00,P,F,L,Lacey,Beresford,,Lacey Beresford,US,8374,f,US,"959 Golden Ridge Road, Albany, NY, 12207",860238957,1974-01-07
97083225165,A,,.,,2005-04-26T00:00:00.000+00:00,,P,M,M,Mike,Adler,,Mike Adler,DE,9421,f,DE,"Paderborner Strasse 71, Erdweg, BY, 85253",743635474,1972-02-19
28471596220,A,,.,,2005-04-12T00:00:00.000+00:00,,P,M,T,Torben,Knudson,ROIDER,Torben Knudsen,US,2968,t,US,"1300 Young Road, Peck, ID, 83545",810414210,1980-06-29
77331860234,C,Manu Connection Imports Co,2561072,ZA,1999-07-20T00:00:00.000+00:00,2005-05-27T00:00:00.000+00:00,B,,,,,,,,.,,ZA,"1270 Tait St, Rustenburg, North West, 0324",.,
77378207481,A,Adaptaz EEIG,761888331,US,2003-05-20T00:00:00.000+00:00,,B,,,,,,,,.,,US,"3386 Mcwhorter Road, Jackson, MS, 39201",.,
50937236871,A,Coconut's Imports EEIG,833969094,IT,2005-05-08T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Via Nolana 150, Biassa, SP, 19133",.,
35619270737,C,Central Hardware R.L,49219,US,1995-01-04T00:00:00.000+00:00,2000-08-22T00:00:00.000+00:00,B,,,,,,,,.,,US,"1244 Carolina Avenue, Harlingen, TX, 78550",.,
91326938119,A,Music Den Imports Developments,91847112,AU,1999-04-10T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"17 High Street, WAROOKA, SA, 5577",.,
36111583049,C,,.,,1990-05-09T00:00:00.000+00:00,2005-01-11T00:00:00.000+00:00,P,F,M,Mary,Haynes,,Mary Haynes,US,75,f,US,"3569 Meadowcrest Lane, Pikeville, KY, 41501",915456950,1970-08-27
67362513338,C,,.,,1994-05-16T00:00:00.000+00:00,2000-02-13T00:00:00.000+00:00,P,F,F,Freida,Eugene,,Freida Eubanks,US,3303,f,US,"4101 Amethyst Drive, Lansing, MI, 48933",191829826,1977-01-25
11117974755,A,,.,,1994-03-24T00:00:00.000+00:00,,P,M,W,Werner,Rose,COAD,Werner Rose,US,1785,f,US,"1436 Central Avenue, Jersey City, NJ, 07304",616038201,1976-01-28
67463153571,A,Nutri G Imports Sahis,7852170,DE,2009-12-20T00:00:00.000+00:00,,B,,,,,,,,.,,DE,"Mollstrasse 85, Mainz Ebersh, RP, 55129",.,
96618855698,A,Bay Furniture Cor,56689,NO,2000-06-19T00:00:00.000+00:00,,B,,,,,,,,.,,NO,"Russevikveien 9, HARSTAD, 9408",.,
22615807460,C,,.,,1998-04-16T00:00:00.000+00:00,2004-08-11T00:00:00.000+00:00,P,M,B,Bertrand,Marcheterre,,Bertrand Marchet,BE,7674,f,BE,"Rue Supexhe 211, Serinchamps, WNA, 5590",86561521,1980-10-02
50605525553,A,,.,,2000-07-05T00:00:00.000+00:00,,P,M,A,Andrew,Hunt,,Andrew Hunt,US,2427,f,US,"3216 Jerome Avenue, Mcallen, TX, 78501",723702153,1972-10-28
57399807190,A,Musicland Imports de,1748,AU,2001-12-02T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"54 Settlement Road, WINNINDOO, VIC, 3858",.,
52985243007,A,Afforda Dev,764774329,AT,2007-08-01T00:00:00.000+00:00,,B,,,,,,,,.,,AT,"Himmelpfortgasse 16, JERISCHACH, Carinthia, 9133",.,
27866138827,C,Choices Imports Corp,25831445,PT,1992-01-20T00:00:00.000+00:00,2003-09-18T00:00:00.000+00:00,B,,,,,,,,.,,PT,"Avenida Miguel Bombarda 56, Lisboa, Lisboa, 1600-090",.,
35029821823,A,,.,,2006-05-10T00:00:00.000+00:00,,P,M,B,Beau,Swanner,,Beau Swaney,US,2937,f,US,"4883 Scenic Way, Mattoon, IL, 61938",593069430,1983-08-01
58891927697,A,Prestigabiz Imports e.G,457379205,AU,2003-09-07T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"48 Ageston Road, CANNON CREEK, QLD, 4310",.,
16323680795,A,Asian Solutions Imports SICAV,2106404,ZA,2005-09-26T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"1904 Cheriton Dr, Port Shepsto, KwaZulu-Natal, 4240",.,
80270183229,C,Fradkin Brothers Furniture Imports Corp,778912689,IT,1993-06-22T00:00:00.000+00:00,2008-05-04T00:00:00.000+00:00,B,,,,,,,,.,,IT,"Via Raffaele Conforti 20, San Venerio, SP, 19135",.,
17954207050,A,,.,,2000-07-15T00:00:00.000+00:00,,P,F,L,Lara,Chan,,Lara Chan,AU,1923,f,AU,"75 Mnimbah Road, TANILBA BAY, NSW, 2319",433075013,
80308116174,A,Museum Company VOF,500767,FR,2009-04-24T00:00:00.000+00:00,,B,,,,,,,,.,,FR,"29 rue des Nations Unies, SAINT-BRIEUC, Bretagne, 22000",.,
69669820488,C,,.,,1996-05-15T00:00:00.000+00:00,2003-02-07T00:00:00.000+00:00,P,M,J,James,Bell,,James Bell,US,5647,f,US,"3249 Woodbridge Lane, Livonia, MI, 48150",980632825,1973-09-12
73705504783,C,Paul's Food Mart de,17482196,AU,1993-03-10T00:00:00.000+00:00,1994-10-05T00:00:00.000+00:00,B,,,,,,,,.,,AU,"93 Redesdale Rd, MOSQUITO CRE, VIC, 3551",.,
66006063043,A,Integra Investment Service Imports S.M.B.A,80197748,CA,1997-03-11T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"3431 Fourth Avenue, Calgary, AB, T2P 0H3",.,
38435615912,A,Liberty Wealth Planner Imports NV,588301,ZA,1999-08-10T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"582 South St, Mabopane, Gauteng, 0197",.,
63743098633,C,Littler's Ek.,6114249,NA,1990-12-07T00:00:00.000+00:00,2005-03-12T00:00:00.000+00:00,B,,,,,,,,.,,AU,"88 Berambing Crescent, LAPSTONE, NSW, 2773",.,
57089037308,A,,.,,2002-03-05T00:00:00.000+00:00,,P,F,B,Brooke,Foley,,Brooke Foley,AU,9557,f,AU,"40 Ageston Road, MILORA, QLD, 4309",558546499,
16156019766,C,,.,,1990-09-07T00:00:00.000+00:00,2008-03-18T00:00:00.000+00:00,P,M,L,Larry,Ruiz,FLORIN,Larry Ruiz,US,2310,f,US,"1281 Simons Hollow Road, Hanover Town, PA, 18706",803868633,1983-05-09
13054719163,A,,.,,2001-04-05T00:00:00.000+00:00,,P,M,C,Caleb,Black,LUNDRIGAN,Caleb Black,AU,4595,f,AU,"72 Prince Street, TOWALLUM, NSW, 2460",599196152,1987-08-07
58543184103,C,,.,,1990-07-09T00:00:00.000+00:00,1998-07-01T00:00:00.000+00:00,P,F,O,Oleta,Carter,,Oleta Carter,CA,7812,f,CA,"4662 Bloor Street, Vegreville, AB, T0B 4L0",263344835,
79397889339,A,Record Bar Imports Limited,98768238,AU,2004-03-24T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"9 Gaffney Street, BELMONT, VIC, 3216",.,
64720628904,A,,.,,2001-06-15T00:00:00.000+00:00,,P,F,L,Layla,Cranwell,DUFFEK,Layla Cranswick,AU,8376,f,AU,"98 Magnolia Drive, BEXLEY SOUTH, NSW, 2207",107171296,1987-10-26
10910136667,A,,.,,2001-09-20T00:00:00.000+00:00,,P,M,M,Matthew,Trentini,,Matthew Tremper,IT,9876,f,IT,"Strada Bresciana 142, Tirano, SO, 23037",373211775,
65608842810,A,,.,,2005-03-10T00:00:00.000+00:00,,P,M,C,C,Goodall,KINVILLE,Cameron Gooch,RU,777,f,US,"2562 Platinum Drive, Canonsburg, PA, 15317",809590512,1977-10-18
6801530769,A,,.,,2007-04-12T00:00:00.000+00:00,,P,F,M,Marjorie,Leverrier,,Marjorie Leveret,AU,3569,f,AU,"55 Border Drive, BULGARY, NSW, 2650",497403432,1981-07-07
32667894007,C,,.,,1995-10-04T00:00:00.000+00:00,2002-08-06T00:00:00.000+00:00,P,M,I,Ivano,Lori,HAGELGANS,Ivano Lori,IT,6989,f,IT,"Viale Ippocrate 7, Rebbio, CO, 22100",516311806,1971-03-13
33766060278,C,,.,,1993-11-10T00:00:00.000+00:00,1998-08-06T00:00:00.000+00:00,P,M,J,Juanito,Claes,,Juanito Claes,NL,891,f,NL,"Assumburgstraat 122, Assendelft, NH, 1566 TD",381317114,1983-04-20
77581373108,A,,.,,1995-06-27T00:00:00.000+00:00,,P,M,L,Legget,Migneault,,Legget Migneault,BE,6700,f,BE,"Rue du Vert Galant 173, Poppel, VAN, 2382",157738938,1972-05-24
73342735768,A,Showbiz Pizza Place gomei-kaisha,2391600,FR,2008-01-11T00:00:00.000+00:00,,B,,,,,,,,.,,FR,"82 rue Charles Corbeau, FLEURY-LES-A, Centre, 45400",.,
4396698420,A,,.,,2007-12-02T00:00:00.000+00:00,,P,M,F,Fedro,Uribe,,Fedro Uribe,ES,4729,f,ES,"Pza. Fuensanta 68, Ribadavia, Ourense, 32400",302113124,1975-11-01
75983996039,C,,.,,1990-06-06T00:00:00.000+00:00,2007-12-14T00:00:00.000+00:00,P,M,J,Johannes,Muurinen,,Johannes Muurine,FI,6501,f,FI,"Liisankatu 92, SAVONLINNA, Southern Savonia, 57310",846353732,1987-01-09
99107430464,C,,.,,1990-06-09T00:00:00.000+00:00,2006-05-03T00:00:00.000+00:00,P,F,A,Annett,Himmel,,Annett Himmel,DE,1483,f,DE,"Ellmenreichstrasse 44, Forchheim, BY, 91294",260228867,1988-05-18
90928256895,A,MacMarr Stores Imports Co,7632323,US,1998-03-18T00:00:00.000+00:00,,B,,,,,,,,.,,US,"1595 Heliport Loop, Bloomington, IN, 47408",.,
31094472834,A,,.,,1998-09-08T00:00:00.000+00:00,,P,M,M,Mattia,Fiorentino,,Mattia Fiorentin,IT,1319,f,IT,"Via Campi Flegrei 69, Bari, BA, 70123",558873270,1973-12-18
62514434148,A,Chargepal EEI,62431,IT,2000-07-09T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Via Nazionale 123, Terenten, BZ, 39030",.,
97893054813,A,,.,,2008-07-18T00:00:00.000+00:00,,P,M,H,Herman,Tennyson,,Herman Tennyson,US,9016,f,US,"792 Coal Street, Altoona, PA, 16602",642792202,
58615812555,A,,.,,2004-06-20T00:00:00.000+00:00,,P,M,N,Nathan,Fallon,,Nathan Falleni,AU,4056,f,AU,"14 Boulter Close, O'BRIENS HIL, QLD, 4860",357373479,
84692754439,A,,.,,2009-08-19T00:00:00.000+00:00,,P,M,F,F,Salmons,JACOBSON,Fabrice Salmons,BE,9822,f,BE,"Avenue Huart Hamoir 71, Butgenbach, WLG, 4750",239794214,1980-04-16
75374868480,A,,.,,2002-06-01T00:00:00.000+00:00,,P,F,A,Anne,Norton,,Anne Norton,US,2083,f,US,"4290 Tibbs Avenue, Superior, MT, 59872",102215611,1982-03-22
55741529340,A,,.,,2003-08-11T00:00:00.000+00:00,,P,M,A,A,Jolicoeur,,Aki Jokinen,US,1406,f,US,"3633 Thompson Street, Los Angeles, CA, 90017",230135167,
31522560406,A,,.,,2006-09-25T00:00:00.000+00:00,,P,M,O,Oskar,Berglund,,Oskar Berglund,FI,2944,f,FI,"Sulkuvartijankatu 93, IMATRA, South Karelia, 55400",784355582,1978-10-09
37701639341,A,Cut Rite Lawn Care Imports Ek.,825512,IT,2004-06-13T00:00:00.000+00:00,,B,,,,,,,,.,,IT,"Via del Viminale 82, Ingurtosu, CA, 09030",.,
47589561846,C,Eagle Food Centers EEI,33651,US,1995-07-18T00:00:00.000+00:00,2008-08-06T00:00:00.000+00:00,B,,,,,,,,.,,US,"1625 Cottonwood Lane, Grand Rapids, MI, 49507",.,
67148036043,C,Rainbow Records Imports FI,70095164,US,1995-12-25T00:00:00.000+00:00,1999-07-25T00:00:00.000+00:00,B,,,,,,,,.,,US,"331 August Lane, Shreveport, LA, 71101",.,
13376727515,A,,.,,2005-09-11T00:00:00.000+00:00,,P,M,J,Jett,Fernando,,Jett Fernando,AU,5123,f,AU,"46 Hunter Street, DRAYTON NORT, QLD, 4350",357106820,1985-02-26
27737254028,A,,.,,1998-12-13T00:00:00.000+00:00,,P,F,S,S,Burnett,,Sarah Burnett,AU,2519,f,AU,"40 Henley Beach Road, BULL CREEK, SA, 5157",979024527,1984-12-11
26538856078,A,,.,,1999-05-03T00:00:00.000+00:00,,P,M,M,Martin,Morgan,,Martin Morgan,ZA,7168,f,ZA,"740 Market St, Johannesburg, Gauteng, 2142",704811403,
15353410930,A,Good Guys Imports EEI,14462,AU,2002-04-23T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"2 Gaggin Street, NORTH ARM CO, NSW, 2324",.,
35683995309,A,,.,,2003-04-04T00:00:00.000+00:00,,P,M,C,Charlie,Norway,,Charlie Norway,AU,318,f,AU,"60 Woerdens Road, WESTON, NSW, 2326",222485697,1971-08-29
12476794058,A,Record World Distribution,52556279,ZA,2004-03-22T00:00:00.000+00:00,,B,,,,,,,,.,,ZA,"1637 Dikbas Road, Marble Hall, Mpumalanga, 0465",.,
66546666267,A,Robert Hall Ek.,1306382,US,2002-10-05T00:00:00.000+00:00,,B,,,,,,,,.,,US,"4408 Lawman Avenue, Falls Church, VA, 22042",.,
29390541520,A,Elek-Tek Agricultural,4525565,AU,2001-06-12T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"49 William Road, BORROLOOLA, NT, 0854",.,
67731868118,C,,.,,1997-01-21T00:00:00.000+00:00,1998-09-14T00:00:00.000+00:00,P,M,E,Eric,Fox,,Eric Fox,AU,9903,f,AU,"89 Creegans Road, FAWCETTS PLA, NSW, 2474",345817585,1980-06-17
25103650679,A,Flexus Imports SpA,26098,CA,2006-06-10T00:00:00.000+00:00,,B,,,,,,,,.,,CA,"2867 Ross Street, Kingston, ON, K7M 7H6",.,
69369129086,C,,.,,1998-08-13T00:00:00.000+00:00,2002-11-13T00:00:00.000+00:00,P,M,C,Christop,Kershaw,,Christop Kershaw,AU,4358,f,AU,"94 Cubbine Road, MERREDIN, WA, 6415",398709691,1976-07-21
46956358619,A,De-Jaiz Mens Clothing Imports Corp,635311,UY,2007-10-09T00:00:00.000+00:00,,B,,,,,,,,.,,DK,"Hovbanken 44, Thisted, Region Nordjylland, 7700",.,
51974336766,C,,.,,1991-02-20T00:00:00.000+00:00,1995-01-20T00:00:00.000+00:00,P,M,E,Edward,Mitchell,,Edward Mitchell,GB,1682,f,GB,"81 Well Lane, PEASEMORE, RG20 8HA",879031848,1972-06-01
70108028152,A,,.,,2009-10-26T00:00:00.000+00:00,,P,M,P,Philip,Fongemie,,Philip Fongemie,BE,6255,f,BE,"Courtensdreef 419, Herstappe, VLI, 3717",676748421,1988-02-14
76345614916,C,Intelacard LTD,5363313,ZA,1995-11-07T00:00:00.000+00:00,1996-10-03T00:00:00.000+00:00,B,,,,,,,,.,,ZA,"1224 Oxford St, Oudtshoorn, Western Cape, 6623",.,
45111947598,C,Kids Mart Imports Empresa,91586,US,1991-10-22T00:00:00.000+00:00,2003-09-27T00:00:00.000+00:00,B,,,,,,,,.,,US,"629 Bedford Street, Norwalk, CT, 06854",.,
25256534002,A,,.,,1997-01-06T00:00:00.000+00:00,,P,F,G,Geraldin,Warden,,Geraldin Warden,US,8038,f,US,"4126 Hedge Street, Millington, NJ, 07946",432240539,
23246718583,A,Budget Power AK,4609136,BE,2000-08-17T00:00:00.000+00:00,,B,,,,,,,,.,,BE,"Blancefloerlaan 270, Booitshoeke, VWV, 8630",.,
35371988099,C,,.,,1996-03-17T00:00:00.000+00:00,2003-12-14T00:00:00.000+00:00,P,M,L,Luke,Edmonds,DERIVAN,Luke Edmonds,AU,7309,f,AU,"82 Todd Street, SPALDING, WA, 6530",232379232,
3261525317,A,,.,,2002-03-20T00:00:00.000+00:00,,P,M,J,Joseph,Chinner,,Joseph Chinn,AU,1800,f,AU,"40 McPherson Road, SHELLEY, VIC, 3701",408831901,1989-08-08
82988825612,A,,.,,2009-01-05T00:00:00.000+00:00,,P,M,M,M,Lindfors,,Myron Linden,FI,9853,f,FI,"Kuivakuja 19, ROVANIEMI, Lapland, 96800",676806119,1989-01-16
494507014,A,Mr. D's IGA Imports FI,904016356,US,2009-08-19T00:00:00.000+00:00,,B,,,,,,,,.,,US,"3260 Cedar Street, Pine Bluff, AR, 71601",.,
12571901632,C,Reliable Guidance AKF,6985684,AU,1999-04-11T00:00:00.000+00:00,2003-04-05T00:00:00.000+00:00,B,,,,,,,,.,,AU,"87 Flinstone Drive, KEMPTON, TAS, 7030",.,
89762009778,A,Lindsley's Lumber Imports SpA,863561342,US,2007-08-05T00:00:00.000+00:00,,B,,,,,,,,.,,US,"2139 Gerald L. Bates Drive, South Boston, MA, 02127",.,
99430990223,A,Hughes Markets Imports VOF,671926302,CH,1998-03-19T00:00:00.000+00:00,,B,,,,,,,,.,,CH,"Gerbiweg 35, Buch bei Fra, 8524",.,
76172513585,C,Piccolo Mondo FIE,421842065,US,1990-05-13T00:00:00.000+00:00,1995-10-01T00:00:00.000+00:00,B,,,,,,,,.,,US,"213 Powder House Road, West Palm Be, FL, 33411",.,
22683739824,C,,.,,1995-07-10T00:00:00.000+00:00,2000-01-13T00:00:00.000+00:00,P,M,N,Norfinn,Omdal,,Norfinn Oma,NO,7257,f,NO,"Klettvegen 236, LEINSTRAND, 7083",642189691,1972-10-17
34856426148,A,,.,,1999-06-21T00:00:00.000+00:00,,P,M,G,Gregory,Harriman,,Gregory Harriman,CA,4563,f,CA,"292 Mesa Vista Drive, Cache Creek, BC, V0K 1H0",78675171,1984-01-10
2608315697,A,,.,,2005-06-05T00:00:00.000+00:00,,P,M,I,Izydor,Kowalczyk,,Izydor Kowalczyk,PL,4728,f,PL,"ul. Pszczelna 45, Bydgoszcz, 85-352",419918234,
70505232264,A,,.,,2005-05-04T00:00:00.000+00:00,,P,M,S,Santeri,Lankila,,Santeri Lankila,FI,2176,f,FI,"Kerkkolankatu 26, RAISIO, Varsinais-Suomi, 21200",618934986,
99238944940,C,,.,,1994-11-01T00:00:00.000+00:00,1997-11-01T00:00:00.000+00:00,P,M,R,Rocco,Giordano,,Rocco Giordano,IT,2763,f,IT,"Via Varrone 99, Acireale, CT, 95024",938895851,1986-10-22
16745915369,A,Super Shops Imports Sahis,246975,US,2002-09-11T00:00:00.000+00:00,,B,,,,,,,,.,,US,"642 Pennsylvania Avenue, Bound Brook, NJ, 08805",.,
215288893,A,,.,,1990-03-01T00:00:00.000+00:00,,P,M,K,Kenneth,Brooks,,Kenneth Brooks,ZA,9586,f,ZA,"2420 Oxford St, Heidelberg (, Western Cape, 6667",186316851,
56335838439,C,,.,,1995-11-08T00:00:00.000+00:00,2009-01-13T00:00:00.000+00:00,P,F,H,Holly,Wiley,,Holly Wildman,US,4878,f,US,"1228 Goldleaf Lane, Newark, NJ, 07102",770230671,1976-07-11
58178215402,A,,.,,2002-01-16T00:00:00.000+00:00,,P,M,Z,Zak,Randall,,Zak Randall,GB,915,f,GB,"66 Scarcroft Road, PORTHPEAN, PL26 4XN",481355036,
45536060292,A,Plan Smart Imports R.L,41524812,AU,1992-02-14T00:00:00.000+00:00,,B,,,,,,,,.,,AU,"17 Redesdale Rd, EPSOM, VIC, 3551",.,
31792028160,C,Multi-Systems Merchant Services Imports AB,4100285,NL,1994-03-11T00:00:00.000+00:00,2006-12-24T00:00:00.000+00:00,B,,,,,,,,.,,NL,"Boerdamsterweg 39, Middelstum, GR, 9991 BM",.,
82200539364,C,,.,,1990-10-11T00:00:00.000+00:00,2007-04-25T00:00:00.000+00:00,P,F,I,I,Gunter,,Imogen Gunson,AU,9668,f,AU,"90 Wallis Street, HMAS RUSHCUT, NSW, 2027",266512644,1985-05-27
76797781626,A,,.,,2004-01-17T00:00:00.000+00:00,,P,M,T,Trygvald,Log,,Trygvald Log,NO,540,f,NO,"Jarveien 75, JAR, 1358",663113549,1970-08-18
80055017821,A,,.,,2001-09-26T00:00:00.000+00:00,,P,M,D,David,Hightower,,David Highland,ZA,6228,f,ZA,"1902 Broad Rd, Vanderbijlpa, Gauteng, 1912",817094366,1971-07-10
93190082890,C,Mr. Good Buys Ltd,67993699,RU,1990-09-10T00:00:00.000+00:00,2002-01-13T00:00:00.000+00:00,B,,,,,,,,.,,US,"727 Settlers Lane, New York, NY, 10007",.,
48999974757,C,,.,,1990-04-11T00:00:00.000+00:00,1993-11-21T00:00:00.000+00:00,P,M,E,Elvin,Lopez,AUCHMOODY,Elvin Lopez,ZA,871,f,ZA,"1844 Sandown Rd, Bitterfontei, Western Cape, 8204",701344828,1973-07-06
49739333150,C,Leo's Stereo SpA,886827033,CC,1994-07-07T00:00:00.000+00:00,1996-07-24T00:00:00.000+00:00,B,,,,,,,,.,,BE,"Avenue Huart Hamoir 201, Buizingen, VBR, 1501",.,
56002542061,A,,.,,2000-04-22T00:00:00.000+00:00,,P,F,H,Holly,Maclurcan,,Holly Macleay,AU,5052,f,AU,"89 Reynolds Road, LANGSHAW, QLD, 4570",769167268,
14071815861,C,Pacific Stereo e.G,948630,AU,1994-09-26T00:00:00.000+00:00,2001-10-05T00:00:00.000+00:00,B,,,,,,,,.,,AU,"46 Woodlands Avenue, MERRYLANDS, NSW, 2160",.,
36039008924,A,,.,,2003-01-24T00:00:00.000+00:00,,P,M,S,Santo,Milde,,Santo Milano,NO,2385,f,NO,"Bjerkestrandveien 161, FREI, 6525",704248118,1979-03-23
66599404084,C,,.,,1991-02-05T00:00:00.000+00:00,1996-01-20T00:00:00.000+00:00,P,F,K,K,Barnett,PLAYER,Kathy Barnett,US,2325,f,US,"1194 Eden Drive, Dawn, VA, 23069",620471283,1981-06-26
49232308351,C,,.,,1996-12-14T00:00:00.000+00:00,2008-12-27T00:00:00.000+00:00,P,F,A,Alyssa,Agnes,,Alyssa Agnes,AU,7552,f,AU,"10 Bayley Street, GRUYERE, VIC, 3770",377999055,1974-09-25
95029223059,C,,.,,1993-08-11T00:00:00.000+00:00,2005-09-23T00:00:00.000+00:00,P,F,P,Piper,Matthias,,Piper Matthias,AU,9130,f,AU,"50 Chapman Avenue, NORWAY, NSW, 2787",182966304,1970-11-20
62909945238,A,,.,,2009-08-12T00:00:00.000+00:00,,P,F,E,Emma,Le Messurie,,Emma Le Messurie,AU,3258,f,AU,"85 Begley Street, STURT STREET, SA, 5000",141897660,1970-01-27
78914295808,A,,.,,2005-09-17T00:00:00.000+00:00,,P,M,M,Matthew,Cook,,Matthew Coode,US,1339,f,US,"817 Centennial Farm Road, Missouri Val, IA, 51555",89903308,
55043242807,C,,.,,1990-03-08T00:00:00.000+00:00,2005-10-04T00:00:00.000+00:00,P,M,K,Karel,Girard,,Karel Girard,FR,1091,f,FR,"62 rue Bonneterie, MONS-EN-BARO, Nord-Pas-de-Calais, 59370",323229693,1976-02-22
43295455691,C,,.,,1992-05-08T00:00:00.000+00:00,1999-04-19T00:00:00.000+00:00,P,F,J,Juana,Underwood,,Juana Underwood,US,7788,f,US,"3559 Franklee Lane, Newark, PA, 19714",524555499,1978-07-15
92747788201,C,Bold Ideas Imports SICAV,44314,AU,1990-12-19T00:00:00.000+00:00,1997-10-17T00:00:00.000+00:00,B,,,,,,,,.,,AU,"70 Ross Street, WORONGARY, QLD, 4213",.,
60366359602,C,,.,,1995-12-16T00:00:00.000+00:00,2005-03-26T00:00:00.000+00:00,P,F,A,Abigail,Keunen,,Abigail Kettler,NL,3109,f,NL,"Zilverschoon 132, Delfzijl, GR, 9932 CP",354030412,
39168233781,A,Adaptas FI,674216,BE,2005-05-21T00:00:00.000+00:00,,B,,,,,,,,.,,BE,"Rue de Berloz 424, Courcelles, WLX, 6180",.,
